"Kód obce";PSČ;"Doručovacia pošta";"platné od";"platné do"
517828;01302;"Gbeľany pri Žiline";2010-01-01;
503185;94342;Gbelce;2010-01-01;
503436;94342;Gbelce;2010-01-01;
503576;94342;Gbelce;2010-01-01;
504351;90845;Gbely;2010-01-01;
521370;04410;Geča;2010-01-01;
526509;05601;Gelnica;2010-01-01;
525553;04912;"Gemerská Hôrka";2010-01-01;
525600;04912;"Gemerská Hôrka";2010-01-01;
525651;04912;"Gemerská Hôrka";2010-01-01;
525961;04912;"Gemerská Hôrka";2010-01-01;
514578;98046;"Gemerská Panica";2010-01-01;
514748;98046;"Gemerská Panica";2010-01-01;
525669;04922;"Gemerská Poloma";2010-01-01;
514675;98262;"Gemerská Ves";2010-01-01;
514756;98262;"Gemerská Ves";2010-01-01;
514977;98262;"Gemerská Ves";2010-01-01;
515159;98262;"Gemerská Ves";2010-01-01;
515256;98262;"Gemerská Ves";2010-01-01;
515311;98262;"Gemerská Ves";2010-01-01;
515361;98262;"Gemerská Ves";2010-01-01;
515523;98262;"Gemerská Ves";2010-01-01;
515574;98262;"Gemerská Ves";2010-01-01;
515761;98262;"Gemerská Ves";2010-01-01;
514683;98035;"Gemerský Jablonec";2010-01-01;
514781;98035;"Gemerský Jablonec";2010-01-01;
515299;98035;"Gemerský Jablonec";2010-01-01;
523445;05942;Gerlachov;2010-01-01;
519081;08701;Giraltovce;2010-01-01;
519197;08701;Giraltovce;2010-01-01;
519316;08701;Giraltovce;2010-01-01;
519332;08701;Giraltovce;2010-01-01;
519391;08701;Giraltovce;2010-01-01;
519537;08701;Giraltovce;2010-01-01;
519561;08701;Giraltovce;2010-01-01;
519596;08701;Giraltovce;2010-01-01;
519987;08701;Giraltovce;2010-01-01;
527271;08701;Giraltovce;2010-01-01;
500232;95108;Golianovo;2010-01-01;
520128;06752;Habura;2010-01-01;
520187;06752;Habura;2010-01-01;
542881;95603;"Hajná Nová Ves";2010-01-01;
542954;95603;"Hajná Nová Ves";2010-01-01;
543110;95603;"Hajná Nová Ves";2010-01-01;
511897;98033;Hajnáčka;2010-01-01;
514811;98033;Hajnáčka;2010-01-01;
500241;95133;Hájske;2010-01-01;
511421;98511;Halič;2010-01-01;
511528;98511;Halič;2010-01-01;
511561;98511;Halič;2010-01-01;
511579;98511;Halič;2010-01-01;
511609;98511;Halič;2010-01-01;
511773;98511;Halič;2010-01-01;
511846;98511;Halič;2010-01-01;
507903;90043;Hamuliakovo;2010-01-01;
507997;90043;Hamuliakovo;2010-01-01;
513997;97251;Handlová;2010-01-01;
521400;04457;"Haniska pri Košiciach";2010-01-01;
559831;04457;"Haniska pri Košiciach";2010-01-01;
559865;04457;"Haniska pri Košiciach";2010-01-01;
519201;08646;"Hankovce pri Giraltovciach";2010-01-01;
519359;08646;"Hankovce pri Giraltovciach";2010-01-01;
519677;08646;"Hankovce pri Giraltovciach";2010-01-01;
528854;09431;"Hanušovce nad Topľou";2010-01-01;
528862;09431;"Hanušovce nad Topľou";2010-01-01;
528960;09431;"Hanušovce nad Topľou";2010-01-01;
528986;09431;"Hanušovce nad Topľou";2010-01-01;
529028;09431;"Hanušovce nad Topľou";2010-01-01;
529036;09431;"Hanušovce nad Topľou";2010-01-01;
529052;09431;"Hanušovce nad Topľou";2010-01-01;
529109;09431;"Hanušovce nad Topľou";2010-01-01;
529214;09431;"Hanušovce nad Topľou";2010-01-01;
529231;09431;"Hanušovce nad Topľou";2010-01-01;
544060;09431;"Hanušovce nad Topľou";2010-01-01;
544167;09431;"Hanušovce nad Topľou";2010-01-01;
544183;09431;"Hanušovce nad Topľou";2010-01-01;
544213;09431;"Hanušovce nad Topľou";2010-01-01;
526533;05301;Harichovce;2010-01-01;
508551;97603;Harmanec;2010-01-01;
508594;97603;Harmanec;2010-01-01;
522431;07216;Hatalov;2010-01-01;
523283;07216;Hatalov;2010-01-01;
523372;07216;Hatalov;2010-01-01;
527190;09023;Havaj;2010-01-01;
527297;09023;Havaj;2010-01-01;
527521;09023;Havaj;2010-01-01;
527823;09023;Havaj;2010-01-01;
527971;09023;Havaj;2010-01-01;
528005;09023;Havaj;2010-01-01;
519065;08614;Hažlín;2010-01-01;
519227;08614;Hažlín;2010-01-01;
526541;05563;Helcmanovce;2010-01-01;
508608;97668;Heľpa;2010-01-01;
524191;08235;Hendrichovce;2010-01-01;
524450;08235;Hendrichovce;2010-01-01;
524468;08235;Hendrichovce;2010-01-01;
525278;08235;Hendrichovce;2010-01-01;
519049;08642;Hertník;2010-01-01;
519162;08642;Hertník;2010-01-01;
519235;08642;Hertník;2010-01-01;
519707;08642;Hertník;2010-01-01;
504203;90631;Hlboké;2010-01-01;
504360;90631;Hlboké;2010-01-01;
516708;96601;"Hliník nad Hronom";2010-01-01;
516741;96601;"Hliník nad Hronom";2010-01-01;
516767;96601;"Hliník nad Hronom";2010-01-01;
517011;96601;"Hliník nad Hronom";2010-01-01;
517186;96601;"Hliník nad Hronom";2010-01-01;
507032;92001;"Hlohovec 1";2010-01-01;
507202;92001;"Hlohovec 1";2010-01-01;
507032;92003;"Hlohovec 3";2010-01-01;
526690;06501;Hniezdne;2010-01-01;
526720;06501;Hniezdne;2010-01-01;
526827;06501;Hniezdne;2010-01-01;
526576;05332;Hnilčík;2010-01-01;
526584;05375;Hnilec;2010-01-01;
522422;07233;Hnojné;2010-01-01;
522465;07233;Hnojné;2010-01-01;
523348;07233;Hnojné;2010-01-01;
514829;98101;"Hnúšťa 1";2010-01-01;
514616;98031;Hodejov;2010-01-01;
514730;98031;Hodejov;2010-01-01;
514837;98031;Hodejov;2010-01-01;
516759;96661;"Hodruša-Hámre 1";2010-01-01;
516759;96663;"Hodruša-Hámre 1";2010-01-01;
528731;09405;Holčíkovce;2010-01-01;
528749;09405;Holčíkovce;2010-01-01;
528994;09405;Holčíkovce;2010-01-01;
529044;09405;Holčíkovce;2010-01-01;
544141;09405;Holčíkovce;2010-01-01;
544191;09405;Holčíkovce;2010-01-01;
501581;93034;"Holice na Ostrove";2010-01-01;
504378;90851;"Holíč 1";2010-01-01;
504912;90851;"Holíč 1";2010-01-01;
511439;98557;Holiša;2010-01-01;
511668;98557;Holiša;2010-01-01;
523470;05994;Holumnica;2010-01-01;
523534;05994;Holumnica;2010-01-01;
523577;05994;Holumnica;2010-01-01;
502251;93555;"Hontianska Vrbica";2010-01-01;
502979;93555;"Hontianska Vrbica";2010-01-01;
518280;96265;"Hontianske Nemce";2010-01-01;
518336;96265;"Hontianske Nemce";2010-01-01;
518417;96265;"Hontianske Nemce";2010-01-01;
518531;96265;"Hontianske Nemce";2010-01-01;
518573;96265;"Hontianske Nemce";2010-01-01;
518646;96265;"Hontianske Nemce";2010-01-01;
518344;96268;"Hontianske Tesáre";2010-01-01;
518425;96268;"Hontianske Tesáre";2010-01-01;
518867;96268;"Hontianske Tesáre";2010-01-01;
545350;93586;"Hontianske Trsťany";2010-01-01;
555878;95132;"Horná Kráľová";2010-01-01;
508624;97651;"Horná Lehota pri Brezne";2010-01-01;
513083;01803;"Horná Mariková";2010-01-01;
513091;01835;"Horná Poruba";2010-01-01;
501590;93036;"Horná Potôň";2010-01-01;
501735;93036;"Horná Potôň";2010-01-01;
506001;91624;"Horná Streda";2010-01-01;
505943;91333;"Horná Súča";2010-01-01;
506010;91333;"Horná Súča";2010-01-01;
512273;03846;"Horná Štubňa";2010-01-01;
514004;97248;"Horná Ves";2010-01-01;
514349;97248;"Horná Ves";2010-01-01;
516791;96604;"Horná Ždaňa";2010-01-01;
517194;96604;"Horná Ždaňa";2010-01-01;
516805;96671;"Horné Hámre";2010-01-01;
517399;96671;"Horné Hámre";2010-01-01;
545635;95145;"Horné Lefantovce";2010-01-01;
582425;95145;"Horné Lefantovce";2010-01-01;
542792;95608;"Horné Obdokovce";2010-01-01;
542938;95608;"Horné Obdokovce";2010-01-01;
507067;91903;"Horné Orešany";2010-01-01;
507075;92062;"Horné Otrokovce";2010-01-01;
556611;92062;"Horné Otrokovce";2010-01-01;
503771;92503;"Horné Saliby";2010-01-01;
502243;93584;"Horné Semerovce";2010-01-01;
502278;93584;"Horné Semerovce";2010-01-01;
502740;93584;"Horné Semerovce";2010-01-01;
502871;93584;"Horné Semerovce";2010-01-01;
506036;91442;"Horné Srnie";2010-01-01;
556602;92066;"Horné Trhovište";2010-01-01;
556645;92066;"Horné Trhovište";2010-01-01;
502286;93581;"Horné Turovce";2010-01-01;
502928;93581;"Horné Turovce";2010-01-01;
501603;93033;"Horný Bar";2010-01-01;
517593;01342;"Horný Hričov";2010-01-01;
518450;96275;"Horný Tisovník";2010-01-01;
509175;02345;"Horný Vadičov";2010-01-01;
509205;02345;"Horný Vadičov";2010-01-01;
513121;02062;"Horovce pri Púchove";2010-01-01;
557501;02062;"Horovce pri Púchove";2010-01-01;
514764;98004;Hostice;2010-01-01;
514861;98004;Hostice;2010-01-01;
515019;98004;Hostice;2010-01-01;
500283;95194;Hostie;2010-01-01;
500305;95191;Hosťovce;2010-01-01;
500542;95191;Hosťovce;2010-01-01;
500976;95191;Hosťovce;2010-01-01;
523496;05911;Hozelec;2010-01-01;
523950;05911;Hozelec;2010-01-01;
505994;91632;"Hôrka nad Váhom";2010-01-01;
523488;05912;"Hôrka pri Poprade";2010-01-01;
523950;05912;"Hôrka pri Poprade";2010-01-01;
516813;96678;Hrabičov;2010-01-01;
519090;08611;Hrabovec;2010-01-01;
519251;08611;Hrabovec;2010-01-01;
519367;08611;Hrabovec;2010-01-01;
519723;08611;Hrabovec;2010-01-01;
526398;05315;Hrabušice;2010-01-01;
526592;05315;Hrabušice;2010-01-01;
504386;90612;"Hradište pod Vrátnom";2010-01-01;
504602;90612;"Hradište pod Vrátnom";2010-01-01;
542962;95854;"Hradište pri Partizánskom";2010-01-01;
506052;91633;"Hrádok nad Váhom";2010-01-01;
506206;91633;"Hrádok nad Váhom";2010-01-01;
514888;98052;Hrachovo;2010-01-01;
515051;98052;Hrachovo;2010-01-01;
515736;98052;Hrachovo;2010-01-01;
515809;98052;Hrachovo;2010-01-01;
557790;98052;Hrachovo;2010-01-01;
528366;07603;Hraň;2010-01-01;
543730;07603;Hraň;2010-01-01;
523518;05916;Hranovnica;2010-01-01;
506079;91614;Hrašné;2010-01-01;
525740;04944;Hrhov;2010-01-01;
518271;96205;Hriňová;2010-01-01;
518468;96205;Hriňová;2010-01-01;
581020;91935;"Hrnčiarovce nad Parnou";2010-01-01;
514900;98013;"Hrnčiarska Ves";2010-01-01;
515515;98013;"Hrnčiarska Ves";2010-01-01;
514918;98012;"Hrnčiarske Zalužany";2010-01-01;
515591;98012;"Hrnčiarske Zalužany";2010-01-01;
508659;97637;Hrochoť;2010-01-01;
508667;97645;Hronec;2010-01-01;
508845;97645;Hronec;2010-01-01;
502324;93561;Hronovce;2010-01-01;
502332;93529;"Hronské Kľačany";2010-01-01;
502341;93527;"Hronské Kosihy";2010-01-01;
502669;93527;"Hronské Kosihy";2010-01-01;
516830;96653;"Hronský Beňadik";2010-01-01;
500313;95125;"Hruboňovo pri Nitre";2010-01-01;
516040;99142;Hrušov;2010-01-01;
514926;98025;Hrušovo;2010-01-01;
509558;02952;Hruštín;2010-01-01;
509680;02952;Hruštín;2010-01-01;
525685;04913;Hucín;2010-01-01;
525766;04913;Hucín;2010-01-01;
503193;94144;Hul;2010-01-01;
556025;94144;Hul;2010-01-01;
520004;06601;"Humenné 1";2010-01-01;
520055;06601;"Humenné 1";2010-01-01;
520063;06601;"Humenné 1";2010-01-01;
520373;06601;"Humenné 1";2010-01-01;
520501;06601;"Humenné 1";2010-01-01;
521043;06601;"Humenné 1";2010-01-01;
559547;06601;"Humenné 1";2010-01-01;
582140;06601;"Humenné 1";2010-01-01;
523526;05992;Huncovce;2010-01-01;
501140;94701;"Hurbanovo 1";2010-01-01;
501247;94701;"Hurbanovo 1";2010-01-01;
501140;94703;"Hurbanovo 3";2010-01-01;
517623;01356;Hvozdnica;2010-01-01;
510467;03231;Hybe;2010-01-01;
520268;06741;Chlmec;2010-01-01;
520667;06741;Chlmec;2010-01-01;
520683;06741;Chlmec;2010-01-01;
524506;08215;Chmeľov;2010-01-01;
559971;08215;Chmeľov;2010-01-01;
524476;08233;"Chminianska Nová Ves";2010-01-01;
524522;08233;"Chminianska Nová Ves";2010-01-01;
524531;08233;"Chminianska Nová Ves";2010-01-01;
524549;08233;"Chminianska Nová Ves";2010-01-01;
524697;08233;"Chminianska Nová Ves";2010-01-01;
524964;08233;"Chminianska Nová Ves";2010-01-01;
506087;91304;Chocholná-Velčice;2010-01-01;
506133;91304;Chocholná-Velčice;2010-01-01;
522503;07263;Choňkovce;2010-01-01;
522627;07263;Choňkovce;2010-01-01;
507911;90025;"Chorvátsky Grob";2010-01-01;
527335;09021;Chotča;2010-01-01;
527998;09021;Chotča;2010-01-01;
528021;09021;Chotča;2010-01-01;
501158;94631;Chotín;2010-01-01;
514021;97232;Chrenovec;2010-01-01;
557706;97232;Chrenovec;2010-01-01;
504394;90864;Chropov;2010-01-01;
507121;92205;Chtelnica;2010-01-01;
543004;95633;Chynorany;2010-01-01;
513156;01901;Ilava;2010-01-01;
501166;94652;Imeľ;2010-01-01;
502375;93575;"Ipeľský Sokolec";2010-01-01;
502448;93575;"Ipeľský Sokolec";2010-01-01;
502499;93575;"Ipeľský Sokolec";2010-01-01;
509701;02753;"Istebné nad Oravou";2010-01-01;
507938;90028;"Ivanka pri Dunaji";2010-01-01;
555509;90028;"Ivanka pri Dunaji";2010-01-01;
558320;95112;"Ivanka pri Nitre";2010-01-01;
501174;94639;Iža;2010-01-01;
501310;94639;Iža;2010-01-01;
504416;90632;Jablonica;2010-01-01;
504424;90621;Jablonka;2010-01-01;
525758;04943;"Jablonov nad Turňou";2010-01-01;
525782;04943;"Jablonov nad Turňou";2010-01-01;
526240;04943;"Jablonov nad Turňou";2010-01-01;
543179;05303;"Jablonov pri Levoči";2010-01-01;
543314;05303;"Jablonov pri Levoči";2010-01-01;
502383;93506;Jabloňovce;2010-01-01;
507954;90054;Jablonové;2010-01-01;
505561;95621;Jacovce;2010-01-01;
556157;95621;Jacovce;2010-01-01;
581704;95621;Jacovce;2010-01-01;
501654;93021;"Jahodná pri Dunajskej Strede";2010-01-01;
555541;93021;"Jahodná pri Dunajskej Strede";2010-01-01;
543187;05561;Jaklovce;2010-01-01;
526762;06512;Jakubany;2010-01-01;
507962;90063;Jakubov;2010-01-01;
521485;04405;Janík;2010-01-01;
521868;04405;Janík;2010-01-01;
516872;96624;"Janova Lehota";2010-01-01;
516945;96624;"Janova Lehota";2010-01-01;
523542;05913;"Jánovce pri Poprade";2010-01-01;
526771;06531;Jarabina;2010-01-01;
526851;06531;Jarabina;2010-01-01;
500356;95148;Jarok;2010-01-01;
524328;08263;Jarovnice;2010-01-01;
524603;08263;Jarovnice;2010-01-01;
525103;08263;Jarovnice;2010-01-01;
525367;08263;Jarovnice;2010-01-01;
513172;01817;Jasenica;2010-01-01;
508705;97675;Jasenie;2010-01-01;
507156;91930;"Jaslovské Bohunice";2010-01-01;
556653;91930;"Jaslovské Bohunice";2010-01-01;
507156;91931;"Jaslovské Bohunice-atómová elektráreň";2010-01-01;
521493;04423;Jasov;2010-01-01;
521949;04423;Jasov;2010-01-01;
503215;94134;"Jasová pri Nových Zámkoch";2010-01-01;
580368;05956;Javorina;2010-01-01;
512087;03844;Jazernica;2010-01-01;
512109;03844;Jazernica;2010-01-01;
512320;03844;Jazernica;2010-01-01;
512451;03844;Jazernica;2010-01-01;
500364;95196;"Jedľové Kostoľany";2010-01-01;
500372;95173;Jelenec;2010-01-01;
503797;92523;Jelka;2010-01-01;
503835;92523;Jelka;2010-01-01;
525677;04916;Jelšava;2010-01-01;
525791;04916;Jelšava;2010-01-01;
525944;04916;Jelšava;2010-01-01;
500101;95143;Jelšovce;2010-01-01;
500381;95143;Jelšovce;2010-01-01;
522554;07252;Jenkovce;2010-01-01;
522821;07252;Jenkovce;2010-01-01;
523160;07252;Jenkovce;2010-01-01;
514799;98002;Jesenské;2010-01-01;
514845;98002;Jesenské;2010-01-01;
515001;98002;Jesenské;2010-01-01;
515639;98002;Jesenské;2010-01-01;
522562;07232;Jovsa;2010-01-01;
522686;07232;Jovsa;2010-01-01;
522945;07232;Jovsa;2010-01-01;
502391;93557;"Jur nad Hronom";2010-01-01;
503002;93557;"Jur nad Hronom";2010-01-01;
503843;92592;Kajal;2010-01-01;
504084;92592;Kajal;2010-01-01;
511471;98501;Kalinovo;2010-01-01;
512001;98501;Kalinovo;2010-01-01;
502413;93532;"Kalná nad Hronom";2010-01-01;
506109;91637;"Kálnica pri Novom Meste nad Váhom";2010-01-01;
521507;04418;Kalša;2010-01-01;
522023;04418;Kalša;2010-01-01;
522589;07236;Kaluža;2010-01-01;
525812;04962;Kameňany;2010-01-01;
514063;97244;"Kamenec pod Vtáčnikom";2010-01-01;
518638;06783;"Kamenica nad Cirochou";2010-01-01;
520331;06783;"Kamenica nad Cirochou";2010-01-01;
520349;06783;"Kamenica nad Cirochou";2010-01-01;
559598;06783;"Kamenica nad Cirochou";2010-01-01;
503037;94365;"Kamenica nad Hronom";2010-01-01;
503207;94365;"Kamenica nad Hronom";2010-01-01;
503231;94365;"Kamenica nad Hronom";2010-01-01;
503312;94365;"Kamenica nad Hronom";2010-01-01;
503347;94365;"Kamenica nad Hronom";2010-01-01;
501182;94601;"Kameničná pri Komárne";2010-01-01;
503240;94357;Kamenín;2010-01-01;
517658;01314;"Kamenná Poruba";2010-01-01;
515990;99127;"Kamenné Kosihy";2010-01-01;
516082;99127;"Kamenné Kosihy";2010-01-01;
516341;99127;"Kamenné Kosihy";2010-01-01;
516431;99127;"Kamenné Kosihy";2010-01-01;
516457;99127;"Kamenné Kosihy";2010-01-01;
503258;94358;"Kamenný Most";2010-01-01;
526789;06532;Kamienka;2010-01-01;
514071;97217;Kanianka;2010-01-01;
527246;09001;Kapišová;2010-01-01;
527360;09001;Kapišová;2010-01-01;
527645;09001;Kapišová;2010-01-01;
528056;09001;Kapišová;2010-01-01;
524417;08212;"Kapušany pri Prešove";2010-01-01;
524514;08212;"Kapušany pri Prešove";2010-01-01;
524620;08212;"Kapušany pri Prešove";2010-01-01;
524727;08212;"Kapušany pri Prešove";2010-01-01;
524913;08212;"Kapušany pri Prešove";2010-01-01;
524930;08212;"Kapušany pri Prešove";2010-01-01;
525022;08212;"Kapušany pri Prešove";2010-01-01;
525189;08212;"Kapušany pri Prešove";2010-01-01;
525324;08212;"Kapušany pri Prešove";2010-01-01;
559971;08212;"Kapušany pri Prešove";2010-01-01;
507164;91955;Kátlovce;2010-01-01;
528226;07613;Kazimír;2010-01-01;
528421;07613;Kazimír;2010-01-01;
521213;04447;Kecerovce;2010-01-01;
521256;04447;Kecerovce;2010-01-01;
521311;04447;Kecerovce;2010-01-01;
521523;04447;Kecerovce;2010-01-01;
521540;04447;Kecerovce;2010-01-01;
521701;04447;Kecerovce;2010-01-01;
521841;04447;Kecerovce;2010-01-01;
522163;04447;Kecerovce;2010-01-01;
524361;08201;Kendice;2010-01-01;
524638;08201;Kendice;2010-01-01;
502464;93564;Keť;2010-01-01;
502472;93564;Keť;2010-01-01;
523585;06001;"Kežmarok 1";2010-01-01;
581241;06001;"Kežmarok 1";2010-01-01;
507172;92064;"Kľačany pri Trnave";2010-01-01;
517640;01319;Kľače;2010-01-01;
518131;01319;Kľače;2010-01-01;
557994;01319;Kľače;2010-01-01;
514080;97215;Kľačno;2010-01-01;
500402;95153;Klasov;2010-01-01;
581623;95153;Klasov;2010-01-01;
512354;03843;"Kláštor pod Znievom";2010-01-01;
512397;03843;"Kláštor pod Znievom";2010-01-01;
512613;03843;"Kláštor pod Znievom";2010-01-01;
512630;03843;"Kláštor pod Znievom";2010-01-01;
512737;03843;"Kláštor pod Znievom";2010-01-01;
543047;95844;"Klátova Nová Ves";2010-01-01;
556271;95844;"Klátova Nová Ves";2010-01-01;
524646;08244;"Klenov pri Prešove";2010-01-01;
524867;08244;"Klenov pri Prešove";2010-01-01;
520322;06772;Klenová;2010-01-01;
520365;06772;Klenová;2010-01-01;
520748;06772;Klenová;2010-01-01;
515043;98055;Klenovec;2010-01-01;
509728;02941;Klin;2010-01-01;
509213;02322;"Klokočov pri Čadci";2010-01-01;
543144;05351;Kluknava;2010-01-01;
543233;05351;Kluknava;2010-01-01;
543501;05351;Kluknava;2010-01-01;
519243;08622;Kľušov;2010-01-01;
519324;08622;Kľušov;2010-01-01;
519341;08622;Kľušov;2010-01-01;
519863;08622;Kľušov;2010-01-01;
503266;94162;Kmeťovo;2010-01-01;
503371;94162;Kmeťovo;2010-01-01;
506125;91631;Kočovce;2010-01-01;
556459;91631;Kočovce;2010-01-01;
543241;05552;Kojšov;2010-01-01;
511498;98505;"Kokava nad Rimavicou";2010-01-01;
524158;08252;Kokošovce;2010-01-01;
524387;08252;Kokošovce;2010-01-01;
524662;08252;Kokošovce;2010-01-01;
525472;08252;Kokošovce;2010-01-01;
517674;01354;Kolárovice;2010-01-01;
501107;94603;Kolárovo;2010-01-01;
501204;94603;Kolárovo;2010-01-01;
520381;06766;Kolbasov;2010-01-01;
520675;06766;Kolbasov;2010-01-01;
520764;06766;Kolbasov;2010-01-01;
527173;09031;Kolbovce;2010-01-01;
527343;09031;Kolbovce;2010-01-01;
527386;09031;Kolbovce;2010-01-01;
527408;09031;Kolbovce;2010-01-01;
527467;09031;Kolbovce;2010-01-01;
527815;09031;Kolbovce;2010-01-01;
500411;95178;Kolíňany;2010-01-01;
503274;94133;Kolta;2010-01-01;
501026;94501;"Komárno 1";2010-01-01;
501409;94501;"Komárno 1";2010-01-01;
501026;94504;"Komárno 4";2010-01-01;
501026;94505;"Komárno 5";2010-01-01;
503282;94106;Komjatice;2010-01-01;
503291;94121;Komoča;2010-01-01;
542971;95613;Koniarovce;2010-01-01;
543063;95613;Koniarovce;2010-01-01;
504351;90848;Kopčany;2010-01-01;
504459;90848;Kopčany;2010-01-01;
519103;08643;Koprivnica;2010-01-01;
519375;08643;Koprivnica;2010-01-01;
519821;08643;Koprivnica;2010-01-01;
509230;02321;Korňa;2010-01-01;
522643;07262;Koromľa;2010-01-01;
522899;07262;Koromľa;2010-01-01;
508012;90062;Kostolište;2010-01-01;
506141;91613;Kostolné;2010-01-01;
506630;91613;Kostolné;2010-01-01;
514110;97241;Koš;2010-01-01;
504467;90615;Košariská;2010-01-01;
504696;90615;Košariská;2010-01-01;
528803;09406;Košarovce;2010-01-01;
544205;09406;Košarovce;2010-01-01;
513253;01864;Košeca;2010-01-01;
513351;01831;"Košecké Podhradie";2010-01-01;
598119;04001;"Košice 1";2010-01-01;
598151;04001;"Košice 1";2010-01-01;
598186;04001;"Košice 1";2010-01-01;
599824;04001;"Košice 1";2010-01-01;
599891;04001;"Košice 1";2010-01-01;
599913;04001;"Košice 1";2010-01-01;
598194;04011;"Košice 11";2010-01-01;
598208;04011;"Košice 11";2010-01-01;
598224;04011;"Košice 11";2010-01-01;
599972;04011;"Košice 11";2010-01-01;
599816;04012;"Košice 12";2010-01-01;
598127;04013;"Košice 13";2010-01-01;
599875;04013;"Košice 13";2010-01-01;
599018;04014;"Košice 14";2010-01-01;
599841;04015;"Košice 15";2010-01-01;
599859;04015;"Košice 15";2010-01-01;
521159;04016;"Košice 16";2010-01-01;
598216;04016;"Košice 16";2010-01-01;
599093;04017;"Košice 17";2010-01-01;
599786;04017;"Košice 17";2010-01-01;
518140;04018;"Košice 18";2010-01-01;
522171;04018;"Košice 18";2010-01-01;
599794;04018;"Košice 18";2010-01-01;
598682;04022;"Košice 22";2010-01-01;
599883;04023;"Košice 23";2010-01-01;
521574;04465;"Košická Belá";2010-01-01;
521833;04465;"Košická Belá";2010-01-01;
520152;06712;Koškovce;2010-01-01;
520195;06712;Koškovce;2010-01-01;
520403;06712;Koškovce;2010-01-01;
521086;06712;Koškovce;2010-01-01;
512371;03841;"Košťany nad Turcom";2010-01-01;
512664;03841;"Košťany nad Turcom";2010-01-01;
512672;03841;"Košťany nad Turcom";2010-01-01;
512753;03841;"Košťany nad Turcom";2010-01-01;
503860;92509;Košúty;2010-01-01;
517691;01361;Kotešová;2010-01-01;
518506;96237;"Kováčová pri Zvolene";2010-01-01;
543071;95615;Kovarce;2010-01-01;
502421;93522;Kozárovce;2010-01-01;
527149;09005;"Krajná Poľana";2010-01-01;
527394;09005;"Krajná Poľana";2010-01-01;
527424;09005;"Krajná Poľana";2010-01-01;
527432;09005;"Krajná Poľana";2010-01-01;
527441;09005;"Krajná Poľana";2010-01-01;
527556;09005;"Krajná Poľana";2010-01-01;
527599;09005;"Krajná Poľana";2010-01-01;
527653;09005;"Krajná Poľana";2010-01-01;
527734;09005;"Krajná Poľana";2010-01-01;
527742;09005;"Krajná Poľana";2010-01-01;
527874;09005;"Krajná Poľana";2010-01-01;
528064;09005;"Krajná Poľana";2010-01-01;
506061;91616;Krajné;2010-01-01;
506150;91616;Krajné;2010-01-01;
506419;91616;Krajné;2010-01-01;
506672;91616;Krajné;2010-01-01;
507229;92202;"Krakovany na Slovensku";2010-01-01;
503754;92541;"Kráľov Brod";2010-01-01;
503878;92541;"Kráľov Brod";2010-01-01;
510564;03233;"Kráľova Lehota";2010-01-01;
503886;92591;"Kráľová nad Váhom";2010-01-01;
503894;90050;"Kráľová pri Senci";2010-01-01;
509744;02751;Kraľovany;2010-01-01;
521477;04444;"Kráľovce pri Košiciach";2010-01-01;
521612;04444;"Kráľovce pri Košiciach";2010-01-01;
521795;04444;"Kráľovce pri Košiciach";2010-01-01;
521884;04444;"Kráľovce pri Košiciach";2010-01-01;
501697;93003;"Kráľovičove Kračany";2010-01-01;
501701;93003;"Kráľovičove Kračany";2010-01-01;
501743;93003;"Kráľovičove Kračany";2010-01-01;
528447;07701;"Kráľovský Chlmec 1";2010-01-01;
509183;02302;"Krásno nad Kysucou";2010-01-01;
509248;02302;"Krásno nad Kysucou";2010-01-01;
505196;95843;"Krásno pri Topoľčanoch";2010-01-01;
556246;95843;"Krásno pri Topoľčanoch";2010-01-01;
525863;04945;"Krásnohorská Dlhá Lúka";2010-01-01;
560049;04945;"Krásnohorská Dlhá Lúka";2010-01-01;
525871;04941;"Krásnohorské Podhradie";2010-01-01;
526061;04941;"Krásnohorské Podhradie";2010-01-01;
501212;94636;"Kravany nad Dunajom";2010-01-01;
522490;07251;Krčava;2010-01-01;
522660;07251;Krčava;2010-01-01;
522830;07251;Krčava;2010-01-01;
523046;07251;Krčava;2010-01-01;
523313;07251;Krčava;2010-01-01;
516660;96701;"Kremnica 1";2010-01-01;
516732;96701;"Kremnica 1";2010-01-01;
516848;96701;"Kremnica 1";2010-01-01;
516881;96701;"Kremnica 1";2010-01-01;
516937;96701;"Kremnica 1";2010-01-01;
516961;96701;"Kremnica 1";2010-01-01;
516970;96701;"Kremnica 1";2010-01-01;
516988;96701;"Kremnica 1";2010-01-01;
516996;96701;"Kremnica 1";2010-01-01;
517046;96701;"Kremnica 1";2010-01-01;
517089;96701;"Kremnica 1";2010-01-01;
581747;96701;"Kremnica 1";2010-01-01;
518549;96204;Kriváň;2010-01-01;
580520;96204;Kriváň;2010-01-01;
556483;91924;"Križovany nad Dudváhom";2010-01-01;
543101;95619;Krnča;2010-01-01;
543209;05342;Krompachy;2010-01-01;
543250;05342;Krompachy;2010-01-01;
543268;05342;Krompachy;2010-01-01;
512389;03854;Krpeľany;2010-01-01;
512486;03854;Krpeľany;2010-01-01;
512567;03854;Krpeľany;2010-01-01;
512656;03854;Krpeľany;2010-01-01;
518557;96301;Krupina;2010-01-01;
518999;96301;Krupina;2010-01-01;
509779;02954;Krušetnica;2010-01-01;
509817;02954;Krušetnica;2010-01-01;
556149;95631;Krušovce;2010-01-01;
