kód;názov;"Kód ŠÚ";"kód okresu";"kód krajiny";"platné od";"platné do"
972400025;"A Coruna";;;724;2013-02-19;
975600040;Aadorf;;;756;2015-02-12;
927600233;Aachen;;;276;2013-04-03;
920800007;Aalborg;;;208;2016-04-19;
927600027;Aalen;;;276;2012-10-16;
905600045;Aalst;;;56;2017-10-06;
975600051;Aarau;;;756;2016-08-02;
920800009;Aarhus;;;208;2017-10-17;
936400012;Abadan;;;364;2013-09-06;
934800089;Abaujszántó;;;348;2013-04-24;
925000324;Abbeville;;;250;2015-10-22;
958600029;Abbottabad;;;586;2017-06-08;
952800018;Abcoude;;;528;2014-05-09;
968200001;Abdulrahman;;;682;2012-05-25;
972400305;Abegondo;;;724;2016-04-19;
511226;Ábelová;SK0326511226;606;703;2010-01-01;
982600004;Aberdeen;;;826;2010-01-01;
920302155;Abertamy;;;203;2015-12-05;
982600086;Aberystwyth;;;826;2013-03-07;
920400005;"Abomey Calavi";;;204;2014-03-17;
942200007;"Abou Elaswad";;;422;2013-03-01;
557757;Abovce;SK0329557757;609;703;2010-01-01;
503673;Abrahám;SK0212503673;202;703;2010-01-01;
519014;Abrahámovce;SK0411519014;701;703;2010-01-01;
523399;Abrahámovce;SK0413523399;703;703;2010-01-01;
512044;Abramová;SK0319512044;509;703;2010-01-01;
524158;Abranovce;SK0417524158;707;703;2010-01-01;
962000169;Abrantes;;;620;2015-09-28;
978400002;"Abu Dhabi";;;784;2013-03-11;
937600154;"Abu Ghosh";;;376;2016-08-24;
937600121;"Abu Snan";;;376;2014-07-09;
956200001;Abuja;;;562;2013-04-17;
956600010;Abuja;;;566;2015-09-02;
928800006;Accra;;;288;2015-04-20;
938000331;Acireale;;;380;2016-09-16;
979200193;Acıgöl;;;792;2016-03-09;
938000038;"Acquaviva Delle Fonti";;;380;2013-03-04;
938000262;"Acqui Terme";;;380;2015-10-01;
937600157;Acre;;;376;2016-09-28;
934800060;Ács;;;348;2013-01-09;
976000022;"Ad Darbasiyah";;;760;2016-12-16;
903600012;Adalaide;;;36;2014-09-23;
935600144;Adambakkam;;;356;2017-08-09;
920301061;Adamov;;;203;2014-12-09;
920301099;"Adamov okr. Blansko";;;203;2015-02-13;
505838;"Adamovské Kochanovce";SK0229505838;309;703;2010-01-01;
961600546;Adamów;;;616;2014-09-30;
937200040;Adamstown;;;372;2013-04-12;
979200046;Adana;;;792;2013-03-06;
923100006;"Addis Ababa";;;231;2015-12-07;
903600002;Adelaide;;;36;2012-10-16;
988700005;Aden;;;887;2015-03-12;
923200002;"Adi Angefom";;;232;2000-06-01;
520012;Adidovce;SK0412520012;702;703;2010-01-01;
979200058;Adiyaman;;;792;2013-03-21;
975600054;Adliswil;;;756;2016-09-16;
938000369;Adrano;;;380;2016-12-20;
928800009;Adukrom;;;288;2016-08-10;
980400752;Adzhamka;;;804;2017-05-24;
900400026;Afganistan;;;4;2015-10-02;
957800238;Afjord;;;578;2014-06-11;
979200069;Afsin;;;792;2013-04-29;
937600030;Afula;;;376;2013-03-14;
979200059;Afyonkarahisar;;;792;2013-03-21;
981800005;Aga;;;818;2015-03-11;
950400005;Agadir;;;504;2014-03-12;
956600015;Agbor;;;566;2016-11-10;
943400021;Agelat;;;434;2013-03-18;
930000211;"Agia Paraskevi";;;300;2016-02-22;
930000176;"Agioi Anargyroi";;;300;2014-08-27;
930000221;"Agios Ioannis Rentis";;;300;2017-09-22;
930000005;"Agios Nikolaos";;;300;2013-02-01;
930000226;"Agios Vasileios";;;300;2017-10-17;
923200001;Agordat;;;232;2013-09-06;
938000344;AGORDO;;;380;2016-09-28;
934800243;Agostyán;;;348;2016-10-10;
935600184;Agra;;;356;2017-10-03;
979200085;Agri;;;792;2013-09-17;
938000212;Agrigento;;;380;2015-01-20;
930000006;Agrinio;;;300;2013-02-01;
962000203;"Água de Pena";;;620;2016-09-21;
962000190;Agualva-Cacém;;;620;2016-05-19;
927600579;Ahaus;;;276;2014-07-29;
937600119;Ahituv;;;376;2014-07-01;
927600945;Ahlen;;;276;2016-10-07;
935600005;Ahmedabad;;;356;2013-03-06;
936400004;Ahvaz;;;364;2013-02-01;
982600106;Acharacle;;;826;2013-03-11;
930000083;Acharnes;;;300;2013-03-19;
927600719;Achim;;;276;2015-07-21;
979200020;Aidyn;;;792;2013-02-19;
930000081;Aigaleo;;;300;2013-03-19;
930000206;Aigio;;;300;2015-10-01;
927600219;Aichach;;;276;2013-03-19;
939200019;Aichi;;;392;2013-11-20;
972400341;Aínsa;;;724;2016-09-16;
936000001;"Air Bangis";;;360;2013-03-01;
942200010;Aitou;;;422;2013-04-23;
925000099;Aix-en-Provence;;;250;2013-05-17;
942800021;Aizkraukle;;;428;2015-01-15;
942800036;Aizpute;;;428;2017-10-03;
925000389;Ajaccio;;;250;2016-10-07;
912400007;Ajax;;;124;2013-01-22;
934800104;Ajka;;;348;2014-02-13;
935600041;Ajmer;;;356;2014-10-22;
919600027;Akaki;;;196;2017-09-25;
901200012;Akbou;;;12;2014-05-22;
979200226;Akçakoca;;;792;2017-02-14;
979200186;Akdağmadeni;;;792;2016-02-09;
979200180;Akdeniz;;;792;2015-10-01;
975200026;Akersberga;;;752;2013-03-19;
957800105;Akershus;;;578;2013-09-13;
926800020;Akhaltsikhe;;;268;2017-10-03;
979200228;Akhisar;;;792;2017-02-15;
972900016;Akhisar;;;729;2016-11-09;
980400793;Akimovka;;;804;2017-08-28;
937600094;Akko;;;376;2013-05-16;
939800053;Akkol;;;398;2014-05-05;
944000044;Akmene;;;440;2015-01-19;
939800057;Akmola;;;398;2014-11-05;
972800004;Akobo;;;728;2015-10-08;
935200005;Akranes;;;352;2013-09-13;
930000088;Akrotiri;;;300;2013-03-19;
939800011;Aksaj;;;398;2013-01-11;
979200135;Aksaray;;;792;2014-09-29;
964300173;Aksay;;;643;2015-09-25;
957800346;Aksdal;;;578;2016-09-11;
979200110;Aksehir;;;792;2014-03-03;
939800014;Aktav;;;398;2013-02-19;
939800015;Aktobe;;;398;2013-02-19;
956600005;Akure;;;566;2014-10-01;
935200009;Akureyri;;;352;2013-11-20;
957800117;Al;;;578;2013-11-27;
941400006;"Al Ahmadi";;;414;2013-11-20;
968200060;"Al Ahsa";;;682;2013-09-06;
978400003;"Al Ain";;;784;2014-09-26;
968200008;"Al Baha";;;682;2013-02-26;
968200021;"Al Hassa, Al Hufuf";;;682;2013-02-26;
976000004;"Al Chadra";;;760;2013-01-07;
968200065;"Al Chuwejledijja";;;682;2013-09-06;
968200032;"Al Jubail";;;682;2013-03-11;
972900001;"Al Kawahla";;;729;2013-07-17;
943400029;"Al Khadra";;;434;1998-09-08;
968200059;"Al Khadra";;;682;2013-06-21;
968200083;"Al Mithnab";;;682;2016-06-29;
968200073;"Al Mubarraz";;;682;2014-02-14;
968200043;"Al Niariyah";;;682;2013-03-19;
988700001;"Al Shuaib";;;887;2013-07-02;
968200009;"Al Yamama";;;682;2013-02-26;
968200047;Al-assaim;;;682;2013-03-19;
968200019;Al-badaya;;;682;2013-02-26;
968200033;Al-Dammam;;;682;2013-03-11;
968200034;Al-Dhahran;;;682;2013-03-11;
976000001;Al-Haffa;;;760;2010-01-01;
968200045;Al-Hssan;;;682;2013-03-19;
927500005;Al-Khalil;;;275;2013-04-05;
968200015;Al-Kharj;;;682;2013-02-26;
968200036;Al-Madinah;;;682;2013-03-11;
968200082;Al-Maznab;;;682;2016-06-29;
968200037;Al-Qatif;;;682;2013-03-11;
941400008;Al-Qurain;;;414;2014-04-10;
927500024;Al-Sawahreh;;;275;2017-10-10;
968200053;Al-Sharqia;;;682;2013-03-19;
941400004;Al-Shuhada;;;414;2013-03-11;
943400030;Al-Zawia;;;434;2013-09-13;
968200061;Al-Zawyia;;;682;2013-09-06;
952800016;"AL, Arnhem";;;528;2013-11-27;
968200062;Alaassa;;;682;2013-09-06;
984000009;Alabama;;;840;2010-01-01;
972900010;Aladar;;;729;2015-12-07;
943400014;Alagelat;;;434;2013-03-11;
968200011;Alahsa;;;682;2013-02-26;
936400040;Alain;;;364;2012-09-01;
924600030;Alajärvi;;;246;2013-11-18;
979200111;Alanya;;;792;2014-03-03;
979200168;Alaşehir;;;792;2015-07-09;
972400138;Álava;;;724;2014-04-04;
938000009;Alba;;;380;2012-05-25;
972400050;Albacete;;;724;2013-03-15;
968200072;Albadaya;;;682;2014-01-23;
964200025;Albaiulia;;;642;2012-10-16;
972400178;"Albanchez de Magina";;;724;2014-10-08;
900800010;Albania;;;8;2014-08-04;
938000014;Albenga;;;380;2012-10-19;
962000096;"Albergaria a Velha";;;620;2013-10-11;
927600411;Albershausen;;;276;2013-09-25;
925000476;Albi;;;250;2017-10-06;
943400022;Albidah;;;434;2013-03-18;
972400377;Alboraya;;;724;2017-02-24;
972400086;Albox;;;724;2013-09-13;
920300288;Albrechtice;;;203;2013-01-11;
920302362;"Albrechtice nad Orlicí";;;203;2017-10-10;
920301100;"Albrechtice okr. Karviná";;;203;2015-02-13;
927600947;Albstadt;;;276;2016-10-14;
962000002;Albufeira;;;620;2012-10-16;
962000175;Alcabideche;;;620;2015-11-26;
972400213;"Alcalá de Henares";;;724;2014-11-11;
972400128;"Alcala La Real";;;724;2014-02-14;
972400344;Alcalalí;;;724;2016-09-16;
938000112;Alcamo;;;380;2014-02-14;
972400171;"Alcazar de San Juan";;;724;2012-09-01;
962000032;Alcobaca;;;620;2013-03-04;
972400132;Alcobendas;;;724;2014-03-06;
972400087;Alcoy;;;724;2013-09-13;
972400057;Alcúdia;;;724;2013-04-03;
962000113;"Aldeia das Sobreiras";;;620;2014-05-19;
982600087;Aldershot;;;826;2013-03-07;
904000062;Aldrans;;;40;2013-03-19;
968800079;Aleksandovac;;;688;2014-04-04;
939800052;Alekseevka;;;398;2014-05-05;
968800173;Aleksinac;;;688;2017-10-03;
500020;Alekšince;SK0233500020;403;703;2010-01-01;
925000285;Alencon;;;250;2015-04-20;
962000088;Alenquer;;;620;2013-09-25;
976000003;Aleppo;;;760;2012-10-16;
964200003;Aleșd;;;642;2010-01-01;
957800017;Ålesund;;;578;2013-03-04;
984000136;Alexandria;;;840;2016-04-06;
981800013;Alexandria;;;818;2017-10-25;
964200116;Alexandria;;;642;2015-08-13;
930000007;Alexandroupoli;;;300;2013-02-01;
962000118;Alfarelos;;;620;2014-09-29;
982600147;Alfesford;;;826;2013-03-28;
927600555;Alfter;;;276;2014-04-14;
972400242;Algaida;;;724;2015-03-02;
957800276;Algard;;;578;2014-11-24;
957800379;Algarheim;;;578;2016-11-03;
972400404;Algeciras;;;724;2017-10-06;
927500013;Alger;;;275;2013-09-13;
942200018;Algeria;;;422;2015-02-12;
901200008;Algiers;;;12;2013-03-11;
938000332;Algund;;;380;2016-09-16;
968200076;Alhada;;;682;2015-06-05;
968200035;Alhafouf;;;682;2013-03-11;
972400088;"Alhama de Almeria";;;724;2013-09-13;
972400002;"Alhama de Murcia";;;724;2010-01-01;
968200063;Alhassa;;;682;2013-09-06;
972400281;"Alhaurin de la Torre";;;724;2015-10-01;
968200026;Alhoda;;;682;2013-03-04;
980400433;Alchevsk;;;804;2015-04-13;
903100011;Ali-Bayramli;;;31;2016-10-14;
968800018;Alibunar;;;688;2012-10-19;
972400067;Alicante;;;724;2013-07-26;
975200108;Ålidhem;;;752;2014-10-22;
930000094;Alimos;;;300;2013-04-12;
962000003;Aljustrel;;;620;2012-10-16;
964300037;Alkaadra;;;643;2013-01-11;
968200049;Alkhobar;;;682;2013-03-19;
952800049;Alkmaar;;;528;2016-03-23;
935600093;Allahabad;;;356;2016-11-14;
927600849;Allershausen;;;276;2016-06-08;
938000081;Alliste;;;380;2013-08-16;
930000104;Allonisos;;;300;2013-07-26;
964300038;Alma;;;643;2013-01-11;
939800006;Alma-Ata;;;398;2012-11-30;
962000077;Almada;;;620;2013-08-16;
968200081;"Almadinah Almunawwarah";;;682;2000-06-01;
972400073;Almagro;;;724;2013-09-06;
934800017;Almásfüzítő;;;348;2012-10-04;
939800024;Almatinskaya;;;398;2013-03-01;
939800009;Almaty;;;398;2013-01-07;
972400111;Almendralejo;;;724;2013-12-02;
952800064;Almere;;;528;2016-09-22;
972400007;Almeria;;;724;2012-10-16;
964300211;Almetyevsk;;;643;2017-03-09;
972400279;Almonte;;;724;2015-09-25;
968200010;Almznab;;;682;2013-02-26;
968200042;Alnamas;;;682;2013-03-19;
937600179;"Alon Hagalil";;;376;2017-09-25;
968200048;Alonodilife;;;682;2013-03-19;
972400282;Alovera;;;724;2015-10-02;
927600764;Alpen;;;276;2015-08-27;
927600145;Alsdorf;;;276;2013-02-08;
927600169;Alsfeld;;;276;2013-03-04;
941400001;Alshuaib;;;414;2010-01-01;
957800053;Alstahaug;;;578;2013-04-02;
957800106;Alta;;;578;2013-09-13;
938000033;Altamura;;;380;2013-03-01;
964300141;"Altayskiy Kray";;;643;2014-10-08;
964300089;Altayvil;;;643;2013-04-16;
927600229;Altbach;;;276;2013-04-03;
972400089;Altea;;;724;2013-09-13;
904000020;Altenberg;;;40;2012-06-28;
927600287;Altenburg;;;276;2013-09-06;
904000125;"Altenmarkt im Pongau";;;40;2015-02-12;
979200009;Altindag;;;792;2013-02-01;
979200162;Altinordu;;;792;2015-03-02;
979200161;Altınözü;;;792;2015-03-02;
904000176;Altmünster;;;40;2017-02-13;
962000020;"Alto Do Seixalinho, Barreiro";;;620;2013-02-26;
927600096;Altötting;;;276;2013-02-01;
927600180;Altrip;;;276;2013-03-11;
975600048;Altstätten;;;756;2016-03-02;
942800025;Aluksne;;;428;2015-02-09;
935600173;Aluva;;;356;2017-09-21;
962000054;"Alverca do Ribatejo";;;620;2013-03-19;
957800118;Alversund;;;578;2013-11-27;
975200152;Alvesta;;;752;2016-12-01;
957800356;Ålvik;;;578;2016-09-16;
927500015;Alyamun;;;275;2013-12-06;
944000045;Alytus;;;440;2015-01-19;
927600171;"Alzenau i. UFr.";;;276;2013-03-04;
901200006;Alžír;;;12;2013-01-11;
962000184;Amadora;;;620;2016-02-23;
975200098;Amal;;;752;2014-08-18;
930000111;Amaliada;;;300;2013-09-06;
938000109;Amandola;;;380;2014-02-14;
962000132;Amarante;;;620;2014-11-10;
930000029;Amarousio;;;300;2013-02-26;
930000142;Amarousion;;;300;2013-09-06;
930000210;Amarusiu;;;300;2015-10-29;
930000098;Amarynthos;;;300;2013-04-12;
979200104;Amasya;;;792;2014-02-14;
935600027;"Ambala Cantt";;;356;2014-04-14;
927600288;Amberg;;;276;2013-09-06;
925000144;"Ambérieu en Bugey";;;250;2014-02-14;
925000109;Ambilly;;;250;2013-09-06;
925000068;Amboise;;;250;2013-03-07;
926800007;Ambrolauri;;;268;2013-09-06;
952800043;Amersfoort;;;528;2015-06-05;
972400263;"Ametzaga de Zuia";;;724;2015-07-29;
930000215;Amfissa;;;300;2016-09-29;
925000069;Amiens;;;250;2013-03-11;
925000450;Amilly;;;250;2017-09-07;
904000164;Amlach;;;40;2016-09-28;
940000001;Amman;;;400;2012-10-19;
927600206;Ammersbek;;;276;2013-03-19;
936400033;Amol;;;364;2014-10-13;
927600554;Amöneburg;;;276;2014-04-11;
972400409;Amorebieta-Etxano;;;724;2017-10-06;
957800326;Åmot;;;578;2016-02-10;
952800071;Amstelveen;;;528;2017-08-11;
952800015;Amsterdam;;;528;2013-09-06;
904000169;Amstetten;;;40;2016-11-09;
964300219;Amurzet;;;643;2017-04-12;
980400566;Amvrosiivka;;;804;2016-05-03;
915600010;"An Hui";;;156;2013-03-06;
964300186;Anadyr;;;643;2016-02-25;
984000075;Anaheim;;;840;2013-08-19;
935600065;Anand;;;356;2015-11-05;
964300166;Anapa;;;643;2015-06-19;
964300014;Anapskaje;;;643;2010-01-01;
960400009;Ancash;;;604;2014-04-04;
925000063;Ancenis;;;250;2013-02-19;
938000249;Ancona;;;380;2012-09-01;
941400012;Andalous;;;414;2015-10-15;
905600038;Anderlecht;;;56;2016-02-09;
935600150;"Andhra Pradesh";;;356;2017-08-09;
986000001;Andijan;;;860;2012-11-20;
936400075;Andimeshk;;;364;2017-10-03;
503029;Andovce;SK0234503029;404;703;2010-01-01;
982600171;Andover;;;826;2013-09-06;
519022;Andrejová;SK0411519022;701;703;2010-01-01;
961600112;Andrespol;;;616;2013-01-11;
925000014;Andresy;;;250;2010-01-01;
938000065;Andria;;;380;2013-03-19;
972400286;Andújar;;;724;2015-10-02;
949800002;"Anenii Noi";;;498;2012-12-03;
925000313;Angers;;;250;2015-10-02;
911600002;"Angkor Chey";;;116;2015-02-12;
972400372;Anglesola;;;724;2017-02-23;
925000363;Anglet;;;250;2016-09-06;
962000057;"Angra Do Heroismo";;;620;2013-03-19;
986000021;Angren;;;860;2015-08-18;
925000302;Angres;;;250;2015-09-04;
937600044;Aniam;;;376;2013-03-19;
939200042;Anjo;;;392;2015-07-22;
979200001;Ankara;;;792;2012-10-16;
957800119;Ankenesstrand;;;578;2013-11-27;
935600063;Ankleshwar;;;356;2015-11-05;
984000162;"Ann Arbor";;;840;2017-10-03;
964300240;Anna;;;643;2017-10-09;
927600537;Annahütte;;;276;2000-03-01;
925000020;Annecy;;;250;2012-06-28;
925000199;Annemasse;;;250;2014-10-02;
930000177;"Ano Liosia";;;300;2014-09-19;
972400026;Anoeta;;;724;2013-02-19;
927600378;Ansbach;;;276;2013-09-13;
969000003;"Anse Royale";;;690;2013-11-20;
979200181;Antakya;;;792;2015-10-02;
979200083;"Antakya - Hatay";;;792;2013-09-17;
979200047;Antalya;;;792;2013-03-11;
945000002;Antananarivo;;;450;2014-10-14;
972400312;Antas;;;724;2016-06-13;
972400227;Antequera;;;724;2015-01-13;
930000179;Anthousa;;;300;2014-09-23;
925000060;Antibes;;;250;2013-02-08;
960800007;Antipolo;;;608;2016-11-08;
972400139;"Antonio Trueba Málaga";;;724;2014-04-04;
980400110;Antratsyt;;;804;2013-03-11;
905600002;Antwerpen;;;56;2010-01-01;
975200100;Anundsjö;;;752;2014-09-19;
915600003;"Anyang, Henan";;;156;2012-12-03;
944000003;Anykščiai;;;440;2012-10-16;
936400046;Anzali;;;364;2015-10-02;
938000361;Anzio;;;380;2016-10-14;
968800083;Apatin;;;688;2014-09-23;
964300201;Apatity;;;643;2016-09-27;
927600750;Apolda;;;276;2015-08-13;
938000327;Apricena;;;380;2016-09-16;
933200004;Aquin;;;332;2013-01-17;
927600166;Aracaju;;;276;2013-03-04;
964200002;Arad;;;642;2010-01-01;
968800051;Aradač;;;688;2013-02-15;
938000399;Aradeo;;;380;2017-09-22;
936400064;Arak;;;364;2016-10-04;
939800062;Aral;;;398;2015-04-01;
968800127;Arandelovac;;;688;2015-03-09;
968200071;Arar;;;682;2013-10-01;
937600086;Arara;;;376;2013-04-15;
962000237;Arazede;;;620;2017-11-10;
980400482;Arbuzynka;;;804;2015-10-04;
939800046;Arcalyc;;;398;2014-02-14;
962000045;"Arcos de Valdevez";;;620;2013-03-14;
936400053;Ardabil;;;364;2016-07-25;
556220;Ardanovce;SK0236556220;406;703;2010-01-01;
980400340;Ardanovo;;;804;2015-02-12;
979200088;Ardanuc;;;792;2013-10-02;
938000279;Ardea;;;380;2015-10-22;
525537;Ardovo;SK0428525537;808;703;2010-01-01;
957800120;Aremark;;;578;2013-11-27;
957800027;Arendal;;;578;2013-03-14;
960400010;Arequipa;;;604;2015-01-20;
938000355;Arezzo;;;380;2016-10-04;
952800052;Arfart;;;528;2016-09-14;
930000112;Argirio;;;300;2013-09-06;
962000207;Argoncilhe;;;620;2016-11-09;
930000074;Argos;;;300;2013-03-19;
930000175;Argyroupoli;;;300;2014-08-18;
920800008;Århus;;;208;2016-06-15;
964300117;Archangelsk;;;643;2014-02-14;
920302113;Archlebov;;;203;2015-10-12;
938000340;"Ariano Irpino";;;380;2016-09-22;
937600049;Ariel;;;376;2013-03-19;
972400230;Arinaga;;;724;2015-01-14;
939800055;Arkalyk;;;398;2014-09-25;
925000197;Arles;;;250;2014-10-01;
984000088;Arlington;;;840;2013-10-28;
905600025;Arlon;;;56;2015-01-20;
975200134;Arlöv;;;752;2016-03-03;
962000194;"Armação de Pêra";;;620;2016-05-19;
925000070;Armentiéres;;;250;2013-03-11;
957800381;Arnatveit;;;578;2016-11-03;
957800121;Arneberg;;;578;2013-11-27;
957800378;Årnes;;;578;2016-11-03;
952800014;Arnhem;;;528;2013-04-10;
927600097;Arnsberg;;;276;2013-02-01;
927601059;Arnstadt;;;276;2017-11-07;
526363;Arnutovce;SK042A526363;810;703;2010-01-01;
972400391;Arona;;;724;2017-09-21;
937600073;Arraba;;;376;2013-04-12;
962000205;Arranhó;;;620;2016-10-03;
972400406;Arrasate;;;724;2017-10-06;
972400062;Arrecife;;;724;2013-05-30;
930000113;Arta;;;300;2013-09-06;
905100015;Artashat;;;51;2017-08-24;
930000216;Artemida;;;300;2016-11-08;
980400306;Artemivsk;;;804;2014-10-06;
979200172;Artvin;;;792;2015-08-13;
964300128;Artyomovsk;;;643;2014-05-09;
972400202;Arucas;;;724;2014-11-10;
939800068;Arys;;;398;2016-01-15;
957800248;Ås;;;578;2014-08-27;
975200043;As;;;752;2013-09-06;
976000018;"As Suwayda";;;760;2015-11-02;
956600016;Asaba;;;566;2017-02-14;
964300214;Asbest;;;643;2017-03-30;
975200066;Asbro;;;752;2013-11-27;
938000216;"Ascoli Piceno";;;380;2015-02-09;
957800350;Åsgårdstrand;;;578;2016-09-11;
937600007;Ashdod;;;376;2013-03-01;
982600281;Ashford;;;826;2016-11-07;
939200039;Ashiya;;;392;2015-01-19;
937600022;Ashkelon;;;376;2013-03-04;
935600151;Ashti;;;356;2017-08-16;
979500001;Aschabad;;;795;2013-01-11;
927600289;Aschaffenburg;;;276;2013-09-06;
927600259;Ascheberg;;;276;2013-06-21;
927600098;Aschersleben;;;276;2013-02-01;
927600722;Aschheim;;;276;2015-07-22;
968200054;Asir;;;682;2013-03-27;
981800006;Asiut;;;818;2015-05-21;
957800033;Asker;;;578;2013-03-19;
975200044;Askim;;;752;2013-09-06;
923200004;Asmara;;;232;2016-09-28;
923200003;Asmera;;;232;2016-09-11;
925000277;Asnières-sur-Oise;;;250;2015-03-02;
925000382;Asnières-sur-Seine;;;250;2016-09-28;
905600004;Assebroek;;;56;2013-02-08;
952800053;Assen;;;528;2016-09-14;
938000312;Assisi;;;380;2016-09-06;
939800001;Astana;;;398;2012-10-16;
936400089;"Astaneh-ye Ashrafiyeh";;;364;2017-11-07;
964200044;Aştileu;;;642;2013-02-19;
972400384;Astillero;;;724;2017-09-08;
964300049;Astrachan;;;643;2013-02-01;
919600021;Astromeritis;;;196;2014-10-13;
972400203;Asturias;;;724;2014-11-10;
920300075;Aš;;;203;2010-01-01;
972400432;Atarfe;;;724;2017-11-10;
939800049;Atbasar;;;398;2014-03-05;
938000220;Atessa;;;380;2015-03-03;
937200063;Athboy;;;372;2016-09-28;
984000158;Athens;;;840;2017-06-07;
930000022;Athens;;;300;2013-02-26;
930000143;Athineon;;;300;2013-09-06;
982600037;Athlone;;;826;2013-03-01;
982600301;Athy;;;826;2017-11-10;
972400167;Ático;;;724;2012-09-01;
984000116;Atlanta;;;840;2015-03-03;
937600033;Atlit;;;376;2013-03-14;
938000319;Atri;;;380;2016-09-13;
939200012;Atsugi;;;392;2013-03-14;
927600974;Attendorn;;;276;2017-02-28;
930000196;Attica;;;300;2014-10-23;
930000057;Attiki;;;300;2013-03-14;
939800031;Atyran;;;398;2013-04-10;
939800064;Atyrau;;;398;2015-10-02;
927601041;"Au bei Bad Aibling";;;276;2017-10-17;
925000498;Aubergenville;;;250;2017-10-17;
925000283;Aubiere;;;250;2015-03-11;
957800345;Audnedal;;;578;2016-09-11;
927600379;Auerbach;;;276;2013-09-13;
904000175;Auersthal;;;40;2017-02-09;
927600140;Augsburg;;;276;2013-02-08;
938000378;Augusta;;;380;2017-02-22;
961600212;Augustów;;;616;2013-01-17;
925000251;Auch;;;250;2015-01-19;
925000202;Auchel;;;250;2014-10-08;
927601003;Aurich;;;276;2017-09-14;
957800122;Aurskog;;;578;2013-11-27;
957800420;"Aust Torpa";;;578;2017-06-15;
957800078;Austvatn;;;578;2013-06-11;
979200157;Avanos;;;792;2015-02-16;
979200164;Avcilar;;;792;2015-03-11;
980400649;Avdiivka;;;804;2016-10-04;
962000138;Aveiro;;;620;2014-11-12;
938000183;Avellino;;;380;2014-10-30;
957800123;Averoy;;;578;2013-11-27;
938000414;Avezzano;;;380;2017-10-03;
925000220;Avignon;;;250;2014-11-10;
972400014;Ávila;;;724;2013-01-11;
972400196;Avilés;;;724;2014-10-28;
938000307;Avola;;;380;2016-08-19;
939800039;Ayaguz;;;398;2013-07-02;
979200002;Ayavalik;;;792;2012-10-16;
900400033;Aybak;;;4;2016-09-30;
979200021;Aybasti;;;792;2013-02-19;
979200109;Aydin;;;792;2014-03-03;
930000107;Aylida;;;300;2013-07-26;
927600824;Aystetten;;;276;2016-03-04;
925000280;Aytré;;;250;2015-03-02;
962000224;Azambuja;;;620;2017-10-13;
962000103;Azeitao;;;620;2013-11-27;
972400356;Azpeitia;;;724;2016-10-07;
962000197;Azurém;;;620;2000-06-01;
924600051;Ähtäri;;;246;2015-03-11;
975200096;Ängelholm;;;752;2014-08-18;
901200002;"B. Baria";;;12;2010-01-01;
942200009;Baakline;;;422;2013-04-16;
952800036;Baarn;;;528;2015-01-19;
500046;Báb;SK0233500046;403;703;2010-01-01;
936800011;Babel;;;368;2013-12-02;
961600569;Babiak;;;616;2014-10-14;
961600514;Babice;;;616;2014-05-16;
920300992;Babice;;;203;2014-10-08;
920300146;"Babice nad Svitavou";;;203;2012-06-05;
544060;Babie;SK041D544060;713;703;2010-01-01;
936800018;Babil;;;368;2017-06-13;
509558;Babín;SK0317509558;507;703;2010-01-01;
518166;Babiná;SK032B518166;611;703;2010-01-01;
581623;Babindol;SK0233581623;403;703;2010-01-01;
514489;Babinec;SK0329514489;609;703;2010-01-01;
964300039;Babkin;;;643;2013-01-11;
936400058;Babol;;;364;2016-09-16;
934800154;Bábolna;;;348;2014-10-22;
980400417;Babychi;;;804;2015-03-11;
936800014;Babylon;;;368;2014-10-23;
980400599;Babyn;;;804;2016-08-16;
970400007;"Bac Giang";;;704;2013-01-07;
970400017;"Bac Lieu";;;704;2013-09-06;
970400037;"Bac Ninh";;;704;2000-06-01;
964200088;Bacau;;;642;2015-02-02;
927600003;Backnang;;;276;2010-01-01;
961600277;Baćkowice;;;616;2013-03-11;
508446;Bacúch;SK0323508446;603;703;2010-01-01;
518174;Bacúrov;SK032B518174;611;703;2010-01-01;
501441;Báč;SK0211501441;201;703;2010-01-01;
968800038;Bač;;;688;2013-01-22;
968800078;Bačinci;;;688;2014-03-24;
528102;Bačka;SK042B528102;811;703;2010-01-01;
968800013;"Bačka Palanka";;;688;2012-07-13;
968800081;"Bačka Topola";;;688;2014-04-25;
968800092;"Bački Jarak";;;688;2015-02-12;
968800004;"Bački Petrovac";;;688;2010-01-01;
968800150;"Bačko Novo Selo";;;688;2016-10-05;
528111;Bačkov;SK042B528111;811;703;2010-01-01;
521141;Bačkovík;SK0426521141;806;703;2010-01-01;
968800165;"Báčsky Petrovec";;;688;2016-10-11;
927600980;"Bad Abbach";;;276;2017-04-03;
927600845;"Bad Aibling";;;276;2016-06-02;
904000005;"Bad Aussee";;;40;2010-01-01;
927600868;"Bad Bevensen";;;276;2016-07-28;
927600680;"Bad Bibra";;;276;2015-02-12;
927600553;"Bad Bramstedt";;;276;2014-04-11;
927600200;"Bad Driburg";;;276;2013-03-14;
927601007;"Bad Dürkheim";;;276;2017-09-14;
927600470;"Bad Feilnbach";;;276;2013-12-17;
904000126;"Bad Fischau-Brunn";;;40;2015-02-12;
927600958;"Bad Frankenhausen";;;276;2017-01-02;
